SurveyID,Date,Season,Property,Quadrat no,Easting ,Northing,Aspect,Landscape position,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,BareGround_cover,Litter_cover,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,precipitation_warmest_quarter,precipitation_coldest_quarter,PET,MrVBF,K_perc,Th_ppm,U_ppm,SRad_Jan,SRad_Jul
262,9/05/2007,Autumn 2007,Green,2,359924,5871773,n,slope,5,15.3,0,33.3,0,0,1.7,0,0,0,26.7,0,0,26.7,0,5,0,0,0,934,164,290,1151.425,0,1.61,13.62,6.81,163868,64204
263,9/05/2007,Autumn 2007,Green,3,359869,5871765,n,slope,5,28.3,0,5,0,0,20,0,0,0,21.7,6.7,0,25,0,6,0,0,0,916,162,282,1151.5,0,1.6,14.68,7.23,169958,51851
264,9/05/2007,Autumn 2007,Green,4,359715,5871694,e,slope,18.3,0,0,6.7,0,0,16.7,6.7,5,0,11.7,16.7,15,8.3,0,11,0,0,0,956,167,297,1150.574,0,1.56,15.49,7.11,180835,56522
265,18/04/2007,Autumn 2007,Hawkey,1,330074,6010835,0,flat,0.7,1.7,0,5,0,0,0,0,0,0,6.7,90,0,0,0,42,0,0,0,415,88,119,1391.766,8.984163,1.58,15.92,4.99,176347,43319
266,18/04/2007,Autumn 2007,Hawkey,2,330228,6010621,0,flat,0,0,0,3.3,0,0,0,0,0,0,6.7,91.7,0,0,0,21,0,0,0,415,88,119,1391.582,8.984069,1.51,15.69,5.73,176350,43191
267,18/04/2007,Autumn 2007,Hawkey,3,330258,6010626,0,flat,1.7,0,0,0,0,0,1.7,0,0,0,23.3,76,0,0,13.3,0,0,0,0,415,88,119,1391.563,8.984023,1.51,15.39,5.7,176437,43235
268,18/04/2007,Autumn 2007,Hawkey,4,330133,6010679,0,flat,0,0,0,0,0,0,0,1.7,0,0,58.3,39.7,5,0,0,26,0,4,0,415,88,119,1391.242,8.983953,1.54,15.95,5.71,176411,43274
269,8/05/2007,Autumn 2007,JClark,1,367970,5872114,sw,slope,0,9,0,8.3,0,0,5,0,0,0,16.7,50,13.3,0,0,3,0,0,0,851,149,263,1146.533,0,1.64,10.6,6.35,159951,30965
270,8/05/2007,Autumn 2007,JClark,2,367757,5872197,n,slope,0,15,0,4,0,0,6.7,0,0,0,20,6.7,50,1.7,0,18,0,0,0,824,146,253,1147.365,0.0155942,1.51,11.8,5.26,173285,39499
271,8/05/2007,Autumn 2007,JClark,3,368057,5872343,n,slope,5,3,0,10,0,0,11.7,0,0,0,25,30,21.7,0,13.3,0,0,2,0,834,147,256,1147.086,0.3549827,1.6,11.2,5.92,174360,43858
272,8/05/2007,Autumn 2007,JClark,4,367956,5872074,n,slope,0,41.7,0,3.3,0,0,0,0,0,0,41.7,10,0,5.7,0,48,0,0,0,832,146,255,1146.916,0.6697928,1.75,10.77,6.08,173762,40163
273,8/05/2007,Autumn 2007,JClark,5,367930,5872140,0,toe_of_slope,25,3.3,0,7.3,0,0,0,5,0,0,1.7,16.7,63.3,0,18.3,0,0,0,0,837,147,257,1146.737,0,1.83,10.62,6.36,173779,41181
274,8/05/2007,Autumn 2007,JClark,6,368050,5872047,sw,slope,2.3,3.4,0,2.3,0,0,0,0,0,0,0,50,60,15,43.3,0,0,1,2,865,151,268,1146.219,0,1.75,12.02,6.9,166022,44652
275,8/05/2007,Autumn 2007,JClark,7,368129,5872593,se,slope,7,0,0,23.3,0,0,0,0,0,0,33.3,13.3,36.7,0,3.3,0,0,0,0,846,148,260,1149.866,0.04030164,1.29,12.57,6.01,172247,37184
276,18/04/2007,Autumn 2007,Kellock,1,409189,5987960,se,slope,2,6.7,0,1.7,0,0,23.3,0,0,0,5,35,55,13.3,18.3,0,0,0,0,522,107,153,1361.994,0.3776309,1.85,9.4,7.34,176547,43502
277,18/04/2007,Autumn 2007,Kellock,2,409097,5987446,se,slope,1.7,2,0,0,0,0,0,0,0,0,8.3,88.3,1.7,0,30,0,0,0,0,521,107,152,1361.896,0,1.6,12.84,4.15,170887,33815
278,18/04/2007,Autumn 2007,Kellock,3,409508,5987558,0,crest,8.3,13.4,0,5,0,0,16.7,0,0,0,0,63.3,0,0,0,36,0,0,0,519,106,152,1360.878,0,1.49,12.39,6.84,174386,39679
279,18/04/2007,Autumn 2007,Kellock,4,409056,5987501,w,slope,2.7,0.7,0,0,0,0,13.3,0,0,0,0,85,8.3,6.7,13.3,0,0,0,0,521,107,153,1361.693,0,1.58,11.94,3.94,171866,34246
280,18/04/2007,Autumn 2007,Kellock,5,409423,5987877,se,slope,2.3,15.7,0,3.3,0,0,16.7,0,0,0,4,41.7,76.7,0,0,6,0,0,0,526,108,154,1361.414,0,1.71,10.66,5.88,179479,45782
281,18/04/2007,Autumn 2007,Kellock,6,409380,5987313,0,crest,4.7,11.6,0,1.7,0,0,0,0,0,0,5,50,23.3,20,26.7,0,0,0,0,517,106,152,1361.011,1.140801,1.56,14.02,5.1,174082,37331
282,18/04/2007,Autumn 2007,Kellock,7,409030,5987439,w,slope,5.7,19,0,0,0,0,11.7,4,0,0,0,56.7,0,0,30,0,0,0,0,520,107,152,1361.858,0,1.58,12.89,4.13,171870,34569
283,18/04/2007,Autumn 2007,Kellock,8,408943,5987519,0,toe_of_slope,2.7,17,0,0,0,0,16.7,0,0,0,0,73.3,0,0,0,2,0,0,0,524,107,153,1362.068,0.02840571,1.69,12.45,4.59,177805,41837
284,18/04/2007,Autumn 2007,Kellock,9,409423,5988022,w,slope,0,1.3,0,0,0,0,10,0,0,0,15,73.3,1.7,0,0,7,0,0,0,525,107,153,1361.525,0,1.7,9.88,7.08,178366,44715
285,16/04/2007,Autumn 2007,Martin,1,388246,5956507,e,slope,0,0,0,0,0,0,3,0,0,0,66.7,25,3,8.3,0,8.9,0,0,0,635,116,204,1327.685,2.257107,1.03,17.35,6.21,177656,43289
286,16/04/2007,Autumn 2007,Martin,2,387864,5957432,0,flat,2,0,0,0,0,0,5,0,0,0,33.3,50,16.7,0,13.3,0,0,0,0,629,115,201,1328.711,3.75757,1.05,15.87,5.46,177108,44466
287,16/04/2007,Autumn 2007,Martin,3,388326,5957035,0,flat,3.3,0,0,0,0,0,0,3.3,0,0,13.3,81.7,1.3,0,0,15,0,0,0,632,116,203,1328.586,0.5065929,1.02,16.04,5.63,177456,43583
288,16/04/2007,Autumn 2007,Martin,4,387994,5957317,0,flat,0,1.7,0,0,0,0,0,0,0,0,6.7,79.6,6.3,0,0,5,0,8,0,631,116,202,1328.634,3.70943,1.17,15.89,5.87,176929,44370
289,16/04/2007,Autumn 2007,Martin,5,388767,5956810,e,slope,4,0.7,0,0,0,0,23.3,0,0,0,3,70,10,0,0,10,0,0,0,634,116,203,1328.297,0,1.06,16.4,5.47,177986,43671
290,16/04/2007,Autumn 2007,Martin,6,387990,5957475,sw,slope,18.3,1,0,1.3,0,0,15,0,0,0,0.7,70,0,0,0,60,1,2,0,630,115,201,1328.794,3.483027,1.31,15.44,5.53,176407,42957
291,16/04/2007,Autumn 2007,Martin,7,388797,5956967,w,slope,7.3,1.3,0,0,0,0,8.3,0,0,0,8.3,56.7,21.7,3.3,0,7,0,0,7,633,116,203,1328.502,2.251417,1.04,15.62,5.76,177700,43589
292,16/04/2007,Autumn 2007,Martin,8,388159,5956461,w,slope,4,7.4,0,4,0,0,5,0,0,0,7.3,77.3,8.3,0,0,5,0,2,0,635,116,204,1327.628,2.66553,1.17,17.65,5.06,177635,43214
293,16/04/2007,Autumn 2007,Martin,9,387864,5957138,0,flat,0,0,0,0,0,0,0,0,0,0,16.7,71.7,20,0.7,0,2,0,4,0,632,116,203,1328.347,0,1.02,16.2,5.8,177158,43538
294,16/04/2007,Autumn 2007,Martin,10,388573,5956677,n,slope,13,0.7,0,0,0,0,3.3,0,0,0,10,73.3,11.7,0,0,22,0,0,0,635,116,204,1328.013,3.498644,1.07,16.1,5.62,177668,43256
295,16/04/2007,Autumn 2007,Martin,11,388512,5956836,0,flat,6.3,3,0,0,0,0,10.7,0,0,0,63.3,14,6.3,0,0,8,0,0,0,634,116,203,1328.21,2.859993,1.2,16.88,5.28,177901,43627
296,18/04/2007,Autumn 2007,McCracken,1,358380,5957068,0,flat,3.3,0,0,0,0,0,0,0,0,0,0,100,0,0,0,3,0,0,0,534,102,163,1330.387,7.52533,1.59,15.33,5.87,176782,43659
297,18/04/2007,Autumn 2007,McCracken,2,358253,5957440,0,flat,0.7,0,0,0,0,0,0,0,0,0,3.3,96.7,0,0,0,0,0,0,0,532,102,162,1331.003,7.58768,1.47,14.18,6.16,176759,43590
298,18/04/2007,Autumn 2007,McCracken,3,358610,5957247,0,flat,3.3,0,0,0,0,0,1.7,0,0,0,0.7,95,0,0,25,0,0,0,0,534,102,163,1330.516,7.501275,1.61,14.54,5.77,176791,43657
299,18/04/2007,Autumn 2007,McCracken,4,357714,5957523,0,flat,0,1,6.7,0,0,0,1,1,0,0,2,90,0,0,0,6,0,0,1,531,102,162,1331.187,7.627931,1.28,14.68,5.53,176800,43664
300,18/04/2007,Autumn 2007,McCracken,5,358230,5957132,0,flat,0,2.7,0,0,0,0,7,1,1.7,0,50,20,30,0,0,12,0,0,0,533,102,163,1330.692,7.545447,1.51,15.64,6.07,176778,43650
301,18/04/2007,Autumn 2007,McCracken,6,357932,5957217,0,flat,0,0,0,0,0,0,1.7,0,1.7,0,3.3,96,0,0,18.3,0,0,0,0,532,102,162,1330.771,7.584615,1.51,14.09,6.11,176749,43639
302,18/04/2007,Autumn 2007,McCracken,7,358307,5956989,0,flat,0.7,1.7,0,0,0,0,0.7,0,1.7,0,5,92.7,0,0,0,2,0,1,0,534,102,163,1330.277,7.509686,1.6,15.01,6.24,176819,43741
303,18/04/2007,Autumn 2007,McCracken,8,357980,5957479,0,flat,0.7,0,0,0,0,0,0.7,0,0,0,3.3,96.7,0,0,6.7,0,0,5,0,532,102,162,1331.162,7.608881,1.41,14.2,6.18,176827,43718
304,8/05/2007,Autumn 2007,Olive,1,377394,5876407,n,slope,7,0,0,18,0,0,2,3.7,0,5,3.3,53.3,43.3,0,0,0,0,0,0,894,149,288,1166.526,0,1.35,14.06,6.07,172118,35654
305,8/05/2007,Autumn 2007,Olive,2,377181,5876421,n,slope,43.3,18.4,0,5.7,0,0,0,1.7,0,0,13.3,11.7,13.3,0,0,7,0,0,0,926,154,301,1165.906,0.1558808,1.17,12.31,5.8,175478,39667
306,8/05/2007,Autumn 2007,Olive,3,377259,5876280,e,slope,2.7,0,0,11.7,0,0,1.3,1.7,0,0,1.7,70,33.3,5,10,0,0,0,0,904,151,292,1165.729,0.807115,1.3,12.89,5.82,165462,28701
307,8/05/2007,Autumn 2007,Olive,4,377951,5876374,e,slope,0,0,0,0,0,0,1.7,0,0,0,0,95,1.7,5,20,0,0,0,0,874,147,281,1168.93,0.1136038,1.3,14.24,5.87,175430,41834
308,8/05/2007,Autumn 2007,Olive,5,377623,5876345,0,flat,55,24.6,0,20.7,0,0,0,0,0,0,8.3,21.7,0,0,0,17,0,0,0,889,149,287,1167.41,0,1.22,13.5,5.88,174143,38824
309,18/04/2007,Autumn 2007,Rokahr,1,388153,5985413,0,flat,4.6,1.3,0,8.3,0,0,0,0,0,0,18.3,63.3,3.3,0,0,5,0,0,0,523,109,155,1362.928,5.947133,1.9,13.47,6.65,176993,43885
310,18/04/2007,Autumn 2007,Rokahr,2,387814,5984922,0,flat,0,0,0,0,0,0,0,0,0,0,53.3,60,0,0,20,0,0,0,0,524,109,155,1362.254,5.935184,1.85,13.3,5.33,176912,43943
311,18/04/2007,Autumn 2007,Rokahr,3,388030,5985093,0,flat,7,1,0,5,0,0,0,0,0,0,10,60,30,0,0,4,0,0,0,524,109,155,1362.505,5.941399,1.92,12.4,5.75,176940,43939
312,18/04/2007,Autumn 2007,Rokahr,4,388427,5985415,0,flat,0.7,0,0,3.3,0,0,0,0,0,0,21.7,65,10,0,0,35,0,0,0,523,110,155,1363.02,5.944242,2.08,12.72,6.21,176948,43912
313,18/04/2007,Autumn 2007,Rokahr,5,388063,5985367,0,flat,4,4,0,3,0,0,0,0,0,0,36.7,50,7.3,0,0,21,0,0,0,523,109,155,1362.846,5.944977,1.96,12.59,5.87,176985,43885
314,18/04/2007,Autumn 2007,Rokahr,6,388080,5985038,0,flat,2.3,8.4,0,0.7,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,524,109,155,1362.467,5.940952,1.95,12.41,5.72,176938,43946
315,18/04/2007,Autumn 2007,Rokahr,7,387872,5985012,0,flat,0.7,1,0,4.3,0,0,0,0,0,0,5,51.7,63.3,0,0,2,0,0,0,524,109,155,1362.382,5.937824,1.89,12.49,5.72,176939,43941
316,17/04/2007,Autumn 2007,Sharrock,1,383431,5955513,w,slope,1,0,0,0,0,0,0,0,0,0,9,18.3,35,48.3,5,0,9,19,0,628,114,202,1324.936,0.4867549,1.72,16.17,4.86,175173,39752
317,17/04/2007,Autumn 2007,Sharrock,2,383359,5955547,0,flat,4.3,0,11.7,2.3,0,0,0,0,0,0,0,86.7,0,0,0,4,0,1,0,627,114,201,1324.823,1.77202,1.69,16.88,4.81,175684,42424
318,17/04/2007,Autumn 2007,Sharrock,3,383463,5955256,0,flat,3,0,0,0,0,0,2.3,0,0,0,30,35,26.7,10,8.3,0,4,4,0,624,114,200,1324.612,2.881396,1.61,16.86,6.25,175301,42348
319,17/04/2007,Autumn 2007,Sharrock,4,383492,5955228,s,slope,4.7,0,0,0,0,0,3.3,0,0,0,13.3,20,58.3,10,13.3,0,1,4,0,626,114,201,1324.621,1.23184,1.5,16.01,5.88,174900,40738
320,17/04/2007,Autumn 2007,Staff,1,386246,5939764,sw,slope,1.3,14.7,0,0,0,1.7,15,1.7,0,0,26.7,5,13.3,23.3,0,27,0,0,0,806,131,278,1276.976,0,1.84,18.64,5.7,172510,54949
321,17/04/2007,Autumn 2007,Staff,2,385586,5939349,nw,slope,3,42.6,0,6.7,0,0,0,0,0,0,3,52,0,1.7,0,18,0,0,0,865,138,303,1277.867,0,1.6,17.61,6,171005,42839
322,17/04/2007,Autumn 2007,Staff,3,386019,5939574,s,slope,0,1.7,0,0.7,0,0,1.3,0,3.3,0,4,85,3,8.3,33.3,0,1,0,0,872,139,306,1277.734,0,1.59,17.1,4.77,180149,48002
323,17/04/2007,Autumn 2007,Staff,4,386574,5939755,s,slope,5,12.4,0,9.3,0,5,10,0.7,0,0,25.7,21.7,26.7,0,11.7,0,7,6,2,809,132,279,1275.16,0,2.07,22.91,7.62,173405,55321
324,17/04/2007,Autumn 2007,Staff,5,385918,5939700,nw,slope,4,23,0,31.6,0,0,1.7,0,0,0,15,26.7,0,5,0,48,0,0,0,867,139,304,1278.942,0,1.55,18.16,6.07,178460,44659
325,17/04/2007,Autumn 2007,Staff,6,385492,5939272,ne,slope,8.3,14,0,16.7,0,0,2,0.7,0,0,1.7,50,0,4,6.7,0,20,0,3,891,141,314,1276.724,0,1.78,15.69,6.29,182027,50295
326,17/04/2007,Autumn 2007,Staff,7,385801,5939806,s,slope,5,0.3,0,1.3,0,0,5,3,0,0,0,65,0,26.7,46.7,0,0,0,1,847,136,295,1280.29,0,1.57,16.89,5.81,178292,47276
327,17/04/2007,Autumn 2007,Staff,8,385707,5939354,sw,slope,8.6,10.7,0,7.4,0,0,8.3,0,8.3,0,20,20,9,1.7,0,10,0,0,0,872,139,306,1277.695,0,1.66,16.63,6.22,174250,59133
328,17/04/2007,Autumn 2007,Staff,9,385819,5939761,ne,slope,5,12.4,0,9,0,0,5,1.7,0,0,5.7,48.3,3.3,8.3,0,32,0,0,0,874,139,307,1278.899,0,1.58,18.32,6.57,177732,45584
329,8/05/2007,Autumn 2007,Stoney,1,410427,5899118,e,slope,21.7,39.4,0,18.3,0,0,0,1.7,0,0,0,4,0,5.7,0,48,0,0,0,997,162,336,1199.182,0,2.04,17.66,7.09,184307,57295
330,8/05/2007,Autumn 2007,Stoney,2,410624,5899172,se,slope,15,13,0,5,0,0,28.3,3.3,4,0,25,7,13.3,2,0,36,1,1,0,915,155,301,1200.141,0,2.48,18.72,6.9,170949,54743
331,8/05/2007,Autumn 2007,Stoney,3,410220,5898918,se,slope,8.3,28.3,0,18.4,0,0,13.4,3.3,0,0,5.7,18.3,15,0,0,17,0,0,0,1020,164,346,1198.986,0,1.99,18.88,6.92,186447,55144
332,8/05/2007,Autumn 2007,Stoney,4,410567,5899429,0,crest,5.3,13.7,0,3.3,0,0,15,8.3,1.7,0,10,50,0,1.7,26.7,0,0,0,0,820,146,262,1199.637,0,2.11,16.62,6.82,166553,31559
333,8/05/2007,Autumn 2007,Stoney,5,410521,5899266,0,crest,3.3,6,0,3.3,0,0,5,3.4,0,0,6.7,70,13.3,8.3,13.3,0,0,0,0,925,156,306,1199.533,0,2.18,16.23,7.47,157786,27209
334,8/05/2007,Autumn 2007,Stoney,6,410494,5899306,e,slope,3,20,0,3.3,0,0,4,0,0,0,36.7,8.3,23.3,11.7,0,13,0,0,0,963,159,322,1199.617,0,2.33,15.79,7.45,178226,42812
335,8/05/2007,Autumn 2007,Stoney,7,410277,5898767,e,slope,6.3,15.3,0,9,0,0,6.7,0,0,0,5,36.7,33.3,3.3,0,2,0,0,0,973,160,326,1198.819,0,1.68,17.46,6.98,156752,18505
336,16/04/2007,Autumn 2007,Taylor,4,389851,5954634,0,flat,0,0,0,2.3,0,0,0,0,0,0,20,71.7,9,0,0,7,0,0,0,641,116,207,1325.658,5.701971,1.1,15.77,5.59,177304,43611
337,16/04/2007,Autumn 2007,Taylor,1,389643,5954703,0,flat,0,0,0,0,0,0,0,0,0,0,46.7,51.7,0,0,0,5,0,0,0,641,116,207,1325.755,5.507211,1.06,16.49,5.45,176972,43592
338,16/04/2007,Autumn 2007,Taylor,2,389653,5954793,0,flat,0,0,0,1.7,0,0,0,0,0,0,73.3,25,0,0,0,18,0,0,0,640,116,206,1325.895,5.486887,1.1,16.25,5.86,176970,43594
339,16/04/2007,Autumn 2007,Taylor,3,389607,5954928,0,flat,0,0.7,0,0.7,0,0,0,0,0,0,28.3,61.7,10,0,0,22,0,0,0,640,116,206,1326.022,5.446009,1.07,15.85,5.88,176952,43510
340,16/04/2007,Autumn 2007,Taylor,5,389854,5954441,0,flat,0.3,0,0.3,0,0,0,0.3,0,0,0,41.7,41.7,18.3,0,3.3,0,0,0,0,642,116,207,1325.539,5.732852,1.08,15.45,6,177329,43590
341,9/05/2007,Autumn 2007,Wakefield,1,348451,5873910,se,slope,53.3,33,0,0.7,0,0,0,3.3,0,0,3.3,15,20,0,0,9,0,0,0,768,143,228,1142.444,0,1.62,13.9,5.96,170170,35426
342,9/05/2007,Autumn 2007,Wakefield,2,348442,5873883,s,slope,26.7,20,0,11.7,0,0,0,0,0,0,6.7,33.3,25,0,0,6,0,0,0,765,143,227,1142.167,0.4567561,1.63,14.13,5.97,173948,40055
343,9/05/2007,Autumn 2007,Wakefield,3,348251,5873900,0,toe_of_slope,18.3,61.6,0,10,0,0,0,0,0,0,3.3,11.7,0,3.3,0,2,0,0,0,753,141,223,1141.993,0.8657055,1.75,13.68,5.84,175487,42309
344,9/05/2007,Autumn 2007,Wakefield,4,348188,5873921,s,slope,66.7,9.7,0,8.7,0,0,0,0,0,0,0,43.3,0,0,0,13,0,0,0,748,140,221,1142.086,1.240003,1.88,14.03,5.86,175372,42014
345,20/04/2007,Autumn 2007,Yorston,1,357956,5895604,e,toe_of_slope,4.6,19.1,0,1.7,0,0,7,0,0,0,6.7,60,5,0,10,0,0,0,0,829,142,271,1152.045,0.4518403,2.47,16.76,7.49,181515,48080
346,20/04/2007,Autumn 2007,Yorston,2,359016,5894543,0,toe_of_slope,7,19,0,3.3,0,0,10,0,1.7,0,16.7,30,0,0,0,0,0,0,0,895,150,295,1151.304,0,1.46,17.61,7.37,182134,49036
347,20/04/2007,Autumn 2007,Yorston,3,358039,5895772,w,slope,6.7,11.7,0,21.7,0,0,33.3,0,0,0,5,20,0,0,0,12,0,0,0,827,141,270,1151.961,2.93232,2.23,17.25,7.66,180505,44583
348,20/04/2007,Autumn 2007,Yorston,4,358923,5894635,w,slope,3.3,11,0,0.7,0,0,22.3,0,0,0,5,30,10,15.7,0,6,0,0,0,924,154,305,1151.335,0,1.4,17.25,7.28,178400,43295
349,20/04/2007,Autumn 2007,Yorston,5,358185,5895773,0,crest,33.3,33.3,0,0,0,0,33.3,0,0,0,0,10,0,0,0,4,0,0,0,829,141,271,1151.295,0.4974937,2.28,18.17,7.62,180569,46096
350,20/04/2007,Autumn 2007,Yorston,6,358075,5895338,w,slope,12.3,23.3,0,2.3,0,0,21.7,1.7,0,0,18.3,18.3,0,0,0,56,0,0,0,841,143,275,1150.684,0,2.37,17.64,7.1,180443,45087
351,20/04/2007,Autumn 2007,Yorston,7,359029,5894737,w,slope,6.7,8.3,0,13.3,0,0,43.3,0,0,0,8.3,20,0,0,0,32,0,0,0,948,156,314,1150.809,0,1.34,17.04,7.29,181088,45517
